Referencia interna,OFICIAL,VENTAS,SOMOS_PEKES
137823-SUR,MLM594605827,N/D,N/D
137824-SUR,MLM594605826,N/D,N/D
137825-SUR,MLM594605902,N/D,N/D
137826-SUR,MLM594605896,N/D,N/D
137827-SUR,MLM594605895,N/D,N/D
137828-SUR,MLM594605900,N/D,N/D
137999-SUR,MLM604216735,N/D,N/D
138000-SUR,MLM551747884,N/D,N/D
138001-SUR,MLM597309245,N/D,N/D
138002-SUR,MLM551747929,N/D,N/D
138004-SUR,MLM551747916,N/D,N/D
138005-SUR,MLM604216672,N/D,N/D
138006-SUR,MLM597309240,N/D,N/D
138007-SUR,MLM604216690,N/D,N/D
138008-SUR,MLM551747864,N/D,N/D
138009-SUR,MLM604216725,N/D,N/D
138010-SUR,MLM551747888,N/D,N/D
138011-SUR,MLM604216888,N/D,N/D
138012-SUR,MLM551747776,N/D,N/D
138013-SUR,MLM604216684,N/D,N/D
138014-SUR,MLM604216746,N/D,N/D
138015-SUR,MLM551632392,N/D,N/D
138017-SUR,MLM551632433,N/D,N/D
138018-SUR,MLM551632399,N/D,N/D
138020-SUR,MLM551632404,N/D,N/D
138022-SUR,MLM551632427,N/D,N/D
138023-SUR,MLM630870845,N/D,N/D
138024-SUR,MLM551632417,N/D,N/D
138025-SUR,MLM551632409,N/D,N/D
138026-SUR,MLM551632414,N/D,N/D
138029-SUR,MLM575499235,N/D,N/D
138030-SUR,MLM630870836,N/D,N/D
138031-SUR,MLM630848070,N/D,N/D
138032-SUR,MLM551632366,N/D,N/D
138033-SUR,MLM630848029,N/D,N/D
138034-SUR,MLM630848016,N/D,N/D
138036-SUR,MLM551632419,N/D,N/D
138037-SUR,MLM551632405,N/D,N/D
138038-SUR,MLM551632426,N/D,N/D
138040-SUR,MLM551632430,N/D,N/D
138041-SUR,MLM551632402,N/D,N/D
138042-SUR,MLM551632411,N/D,N/D
138046-SUR,MLM551632412,N/D,N/D
138049-SUR,MLM580018909,N/D,N/D
138050-SUR,MLM551751582,N/D,N/D
138052-SUR,MLM551751570,N/D,N/D
138053-SUR,MLM551751583,N/D,N/D
138054-SUR,MLM580018849,N/D,N/D
138055-SUR,MLM551751574,N/D,N/D
138056-SUR,MLM580018863,N/D,N/D
138057-SUR,MLM551751566,N/D,N/D
138058-SUR,MLM580018850,N/D,N/D
138059-SUR,MLM580018862,N/D,N/D
138060-SUR,MLM551747897,N/D,N/D
138061-SUR,MLM551747913,N/D,N/D
138062-SUR,MLM551747919,N/D,N/D
138080-SUR,MLM551632397,N/D,N/D
138081-SUR,MLM551632422,N/D,N/D
138082-SUR,MLM551632441,N/D,N/D
138083-SUR,MLM551632393,N/D,N/D
138084-SUR,MLM551632382,N/D,N/D
138100-SUR,MLM585595584,N/D,N/D
138101-SUR,MLM585595535,N/D,N/D
138102-SUR,MLM585595606,N/D,N/D
138104-SUR,MLM585595538,N/D,N/D
138105-SUR,MLM585595597,N/D,N/D
138106-SUR,MLM569166222,N/D,N/D
138107-SUR,MLM569166164,N/D,N/D
138108-SUR,MLM569166176,N/D,N/D
138109-SUR,MLM569166168,N/D,N/D
13811-BAR,MLM611303499,N/D,N/D
138110-SUR,MLM569166200,N/D,N/D
138111-SUR,MLM569166213,N/D,N/D
138112-SUR,MLM569175993,N/D,N/D
138113-SUR,MLM569166166,N/D,N/D
138114-SUR,MLM569166205,N/D,N/D
138115-SUR,MLM569166182,N/D,N/D
138116-SUR,MLM569166214,N/D,N/D
138117-SUR,MLM569166211,N/D,N/D
138118-SUR,MLM569166199,N/D,N/D
138119-SUR,MLM569176001,N/D,N/D
138200-SUR,MLM580016356,N/D,N/D
138201-SUR,MLM580016345,N/D,N/D
138202-SUR,MLM580016346,N/D,N/D
138203-SUR,MLM580016371,N/D,N/D
138204-SUR,MLM580016363,N/D,N/D
138205-SUR,MLM580016355,N/D,N/D
138206-SUR,MLM580016367,N/D,N/D
138207-SUR,MLM580016368,N/D,N/D
1383-URR,MLM593463946,N/D,N/D
1383A-URR,MLM593463967,N/D,N/D
1383FV-URR,MLM593463947,N/D,N/D
139800-SUR,N/D,N/D,N/D
139805-SUR,MLM585577393,N/D,N/D
139806-SUR,MLM585577400,N/D,N/D
139807-SUR,MLM585577403,N/D,N/D
139808-SUR,MLM585577377,N/D,N/D
139811-SUR,MLM585577395,N/D,N/D
139812-SUR,MLM585577405,N/D,N/D
139814-SUR,MLM585577385,N/D,N/D
139816-SUR,MLM585577389,N/D,N/D
139818-SUR,MLM585577362,N/D,N/D
139821-SUR,N/D,N/D,N/D
139823-SUR,MLM585577366,N/D,N/D
139831-SUR,MLM585577364,N/D,N/D
139832-SUR,MLM585577396,N/D,N/D
139833-SUR,MLM585577401,N/D,N/D
139849-SUR,MLM585577361,N/D,N/D
13CA-LCK,MLM594422352,N/D,N/D
13CB-LCK,MLM636823036,N/D,N/D
13CE-LCK,MLM636822204,N/D,N/D
13CL-LCK,MLM624713610,N/D,N/D
13CN-LCK,MLM611956656,N/D,N/D
13CP-LCK,MLM714114149,N/D,N/D
13CS-LCK,MLM674642642,N/D,N/D
13GA-LCK,MLM611957131,N/D,N/D
13MA-LCK,N/D,N/D,N/D
13MAP-LCK,MLM745260104,N/D,N/D
13PE-LCK,MLM594423687,N/D,N/D
13PO-LCK,MLM636541335,N/D,N/D
13POP-LCK,MLM611956928,N/D,N/D
14-A15-TUL,MLM598816091,N/D,N/D
14-A30-TUL,MLM598816081,N/D,N/D
14-A60-TUL,MLM598816098,N/D,N/D
14-FV200-TUL,MLM598816155,N/D,N/D
14-LC1-TUL,MLM598816156,N/D,N/D
14-LC19-TUL,MLM598816165,N/D,N/D
14-LC4-TUL,MLM598816157,N/D,N/D
14-N15-TUL,MLM598816100,N/D,N/D
14-N30-TUL,MLM598816149,N/D,N/D
14.13-URTEC,N/D,MLM588097532,N/D
140-SUR,MLM608124978,N/D,N/D
1400-URTEC,N/D,MLM588096830,N/D
1400.1-URTEC,N/D,MLM588096950,N/D
14008X-URR,MLM608316652,N/D,N/D
14011-BAR,MLM611303512,N/D,N/D
14012-URR,MLM608313537,N/D,N/D
14012X-URR,MLM608316667,N/D,N/D
14016-URR,MLM608313539,N/D,N/D
14016X-URR,MLM608316668,N/D,N/D
14020-URR,MLM608313519,N/D,N/D
14020X-URR,MLM608316648,N/D,N/D
14024-URR,MLM608313546,N/D,N/D
140406-SUR,MLM551794602,N/D,N/D
140408-SUR,MLM580031590,N/D,N/D
140410-SUR,MLM580031554,N/D,N/D
140412-SUR,MLM580031569,N/D,N/D
140414-SUR,MLM580036126,N/D,N/D
140419-SUR,MLM580036101,N/D,N/D
140420-SUR,MLM580036153,N/D,N/D
140426-SUR,MLM551794648,N/D,N/D
140428-SUR,MLM580031597,N/D,N/D
140430-SUR,MLM580031584,N/D,N/D
140432-SUR,MLM580031550,N/D,N/D
140435-SUR,MLM586440623,N/D,N/D
140436-SUR,MLM551807914,N/D,N/D
140437-SUR,MLM586440614,N/D,N/D
140438-SUR,MLM586440599,N/D,N/D
140439-SUR,MLM580036130,N/D,N/D
140440-SUR,MLM551814279,N/D,N/D
140441-SUR,MLM551807971,N/D,N/D
140442-SUR,MLM551807975,N/D,N/D
140443-SUR,MLM586440587,N/D,N/D
140444-SUR,MLM586440628,N/D,N/D
140445-SUR,MLM580036168,N/D,N/D
140446-SUR,MLM551814311,N/D,N/D
140450-SUR,MLM580030779,N/D,N/D
140451-SUR,MLM580030783,N/D,N/D
140458-SUR,MLM580030806,N/D,N/D
140459-SUR,MLM580030781,N/D,N/D
140460-SUR,MLM580030787,N/D,N/D
140461-SUR,MLM580030792,N/D,N/D
140503-SUR,MLM580022671,N/D,N/D
140504-SUR,MLM586440627,N/D,N/D
140506-SUR,MLM586440626,N/D,N/D
140508-SUR,MLM586440613,N/D,N/D
1406-00-MUL,N/D,MLM664925508,N/D
140608-SUR,MLM580032166,N/D,N/D
140610-SUR,MLM580032180,N/D,N/D
140612-SUR,MLM580032156,N/D,N/D
140614-SUR,MLM580032149,N/D,N/D
140616-SUR,MLM580032137,N/D,N/D
140618-SUR,MLM580036164,N/D,N/D
140620-SUR,MLM580032147,N/D,N/D
140622-SUR,MLM580032141,N/D,N/D
140624-SUR,MLM580032152,N/D,N/D
140626-SUR,MLM580032155,N/D,N/D
140628-SUR,MLM580032183,N/D,N/D
140630-SUR,MLM580032172,N/D,N/D
140632-SUR,MLM580032142,N/D,N/D
140806-SUR,MLM580032177,N/D,N/D
140807-SUR,MLM580036140,N/D,N/D
140808-SUR,MLM580036147,N/D,N/D
140809-SUR,MLM580036158,N/D,N/D
140810-SUR,MLM580032146,N/D,N/D
140811-SUR,MLM580032150,N/D,N/D
140812-SUR,MLM580032161,N/D,N/D
140813-SUR,MLM580032159,N/D,N/D
140814-SUR,MLM580032158,N/D,N/D
140815-SUR,MLM580032131,N/D,N/D
140816-SUR,MLM580032145,N/D,N/D
140817-SUR,MLM580032188,N/D,N/D
140818-SUR,MLM580032160,N/D,N/D
140819-SUR,MLM580032148,N/D,N/D
140952-SUR,MLM580030090,N/D,N/D
140953-SUR,MLM580030085,N/D,N/D
140960-SUR,MLM577030992,N/D,N/D
140961-SUR,MLM577030956,N/D,N/D
140965-SUR,MLM547438490,N/D,N/D
140975-SUR,MLM551793024,N/D,N/D
140976-SUR,MLM551793030,N/D,N/D
140982-SUR,MLM618776303,N/D,N/D
1410-URR,MLM593463950,N/D,N/D
1411-GON,N/D,MLM602328691,N/D
14113-BAR,MLM611301669,N/D,N/D
1413-GON,N/D,MLM602328695,N/D
141616-SUR,MLM551786948,N/D,N/D
141617-SUR,MLM551810937,N/D,N/D
1417-GON,N/D,MLM602328692,N/D
141705-SUR,MLM551811125,N/D,N/D
141707-SUR,MLM551811069,N/D,N/D
141720-SUR,MLM551810917,N/D,N/D
141721-SUR,MLM551810935,N/D,N/D
141730-SUR,MLM551739133,N/D,N/D
141735-SUR,MLM551736727,N/D,N/D
141740-SUR,MLM551732937,N/D,N/D
141741-SUR,MLM551732882,N/D,N/D
141745-SUR,MLM551736804,N/D,N/D
141746-SUR,MLM551736757,N/D,N/D
141816-SUR,MLM551637290,N/D,N/D
141826-SUR,MLM551637292,N/D,N/D
141830-SUR,MLM585592421,N/D,N/D
141831-SUR,MLM551783847,N/D,N/D
141832-SUR,MLM585592434,N/D,N/D
141833-SUR,MLM585592461,N/D,N/D
141834-SUR,MLM585592458,N/D,N/D
141835-SUR,MLM585592438,N/D,N/D
141836-SUR,MLM585592459,N/D,N/D
141838-SUR,MLM596373625,N/D,N/D
141841-SUR,MLM596373564,N/D,N/D
141843-SUR,MLM596373559,N/D,N/D
141844-SUR,MLM596373530,N/D,N/D
141846-SUR,MLM596373553,N/D,N/D
141847-SUR,MLM596373600,N/D,N/D
141848-SUR,MLM596373660,N/D,N/D
141849-SUR,MLM596373658,N/D,N/D
141851-SUR,MLM596375509,N/D,N/D
141852-SUR,MLM596375450,N/D,N/D
141853-SUR,MLM596375463,N/D,N/D
141880-SUR,MLM551787859,N/D,N/D
141881-SUR,MLM551787855,N/D,N/D
141890-SUR,MLM551814253,N/D,N/D
141891-SUR,MLM551814282,N/D,N/D
141892-SUR,MLM551814274,N/D,N/D
141893-SUR,MLM608138130,N/D,N/D
141894-SUR,MLM608138125,N/D,N/D
141895-SUR,MLM608138112,N/D,N/D
141896-SUR,MLM608138142,N/D,N/D
1419-GON,N/D,MLM602396767,N/D
14193-BAR,N/D,N/D,N/D
142003-SUR,MLM551770126,N/D,N/D
142008-SUR,MLM608313349,N/D,N/D
142009-SUR,MLM608313316,N/D,N/D
142010-SUR,MLM608313319,N/D,N/D
142011-SUR,MLM608313311,N/D,N/D
142020-SUR,MLM551805673,N/D,N/D
142028-SUR,MLM551825227,N/D,N/D
142029-SUR,MLM551825261,N/D,N/D
14203-BAR,N/D,N/D,N/D
142031-SUR,MLM551641229,N/D,N/D
142032-SUR,MLM551641244,N/D,N/D
142036-SUR,MLM551601055,N/D,N/D
142037-SUR,MLM551601053,N/D,N/D
142038-SUR,MLM551601091,N/D,N/D
142039-SUR,MLM586440582,N/D,N/D
142041-SUR,MLM586440648,N/D,N/D
142042-SUR,MLM551641258,N/D,N/D
142043-SUR,MLM585593211,N/D,N/D
142044-SUR,MLM586440610,N/D,N/D
142046-SUR,MLM551641228,N/D,N/D
142047-SUR,MLM585593218,N/D,N/D
142048-SUR,MLM585593224,N/D,N/D
142049-SUR,MLM551641235,N/D,N/D
142062-SUR,MLM551823588,N/D,N/D
142063-SUR,MLM580022658,N/D,N/D
142064-SUR,MLM580022665,N/D,N/D
142068-SUR,MLM585593210,N/D,N/D
142069-SUR,MLM585593201,N/D,N/D
142070-SUR,MLM551811142,N/D,N/D
142071-SUR,MLM607649742,N/D,N/D
142072-SUR,MLM630849972,N/D,N/D
142073-SUR,MLM551810368,N/D,N/D
142082-SUR,MLM551747862,N/D,N/D
142083-SUR,MLM580018914,N/D,N/D
142086-SUR,MLM551747871,N/D,N/D
1421-URR,MLM593463961,N/D,N/D
142100-SUR,MLM551749488,N/D,N/D
142101-SUR,MLM580018871,N/D,N/D
142102-SUR,MLM580018913,N/D,N/D
142103-SUR,MLM586440584,N/D,N/D
142104-SUR,MLM580018851,N/D,N/D
142105-SUR,MLM580018925,N/D,N/D
14212-BAR,MLM611301684,N/D,N/D
142120-SUR,MLM551823449,N/D,N/D
142121-SUR,MLM580022708,N/D,N/D
142122-SUR,MLM580022727,N/D,N/D
142123-SUR,MLM551823526,N/D,N/D
142124-SUR,MLM580022673,N/D,N/D
142125-SUR,MLM551823553,N/D,N/D
142126-SUR,MLM580022715,N/D,N/D
142127-SUR,MLM551823486,N/D,N/D
142128-SUR,MLM580022641,N/D,N/D
142129-SUR,N/D,N/D,N/D
142130-SUR,N/D,N/D,N/D
142131-SUR,N/D,N/D,N/D
142132-SUR,N/D,N/D,N/D
142210-SUR,MLM551825229,N/D,N/D
142212-SUR,MLM551742506,N/D,N/D
142221-SUR,MLM551814306,N/D,N/D
142222-SUR,MLM551814335,N/D,N/D
142224-SUR,MLM551840635,N/D,N/D
142225-SUR,MLM551814309,N/D,N/D
14223-BAR,MLM611301685,N/D,N/D
1424-URR,MLM593463969,N/D,N/D
1424FV-URR,MLM593463966,N/D,N/D
142600-SUR,MLM551793020,N/D,N/D
142601-SUR,MLM551840644,N/D,N/D
142602-SUR,MLM551840721,N/D,N/D
142603-SUR,MLM608311542,N/D,N/D
142611-SUR,MLM551793105,N/D,N/D
142612-SUR,MLM594605891,N/D,N/D
142616-SUR,MLM608311780,N/D,N/D
142617-SUR,MLM608311779,N/D,N/D
142618-SUR,MLM608311765,N/D,N/D
142619-SUR,MLM608311766,N/D,N/D
142620-SUR,MLM607649789,N/D,N/D
142621-SUR,MLM607649784,N/D,N/D
142622-SUR,MLM607649773,N/D,N/D
142623-SUR,MLM607649771,N/D,N/D
142624-SUR,MLM607649777,N/D,N/D
142628-SUR,MLM607649818,N/D,N/D
142633-SUR,MLM596376712,N/D,N/D
142634-SUR,MLM596376698,N/D,N/D
142635-SUR,MLM596376752,N/D,N/D
142636-SUR,MLM596376691,N/D,N/D
142640-SUR,MLM585595503,N/D,N/D
142641-SUR,MLM585595551,N/D,N/D
142645-SUR,MLM594537116,N/D,N/D
142650-SUR,MLM577018443,N/D,N/D
142651-SUR,MLM577018452,N/D,N/D
142652-SUR,MLM577018423,N/D,N/D
142653-SUR,MLM577018446,N/D,N/D
142654-SUR,MLM577018416,N/D,N/D
142655-SUR,MLM577018449,N/D,N/D
142656-SUR,MLM577018415,N/D,N/D
142657-SUR,MLM577018455,N/D,N/D
142658-SUR,MLM577018422,N/D,N/D
142681-SUR,MLM551749550,N/D,N/D
142682-SUR,MLM551749533,N/D,N/D
142685-SUR,MLM580021661,N/D,N/D
1427-URR,MLM593463964,N/D,N/D
1427FV-URR,MLM768107278,N/D,N/D
1428-URR,MLM593463885,N/D,N/D
142850-SUR,MLM585592443,N/D,N/D
142851-SUR,MLM585592431,N/D,N/D
1428FV-URR,MLM593463963,N/D,N/D
1430-URR,MLM593463906,N/D,N/D
14300-BAR,MLM611303501,N/D,N/D
143013-SUR,MLM607649780,N/D,N/D
143030-SUR,MLM608313365,N/D,N/D
143040-SUR,MLM551738200,N/D,N/D
143041-SUR,MLM585595586,N/D,N/D
143049-SUR,MLM548185565,N/D,N/D
143069-SUR,MLM586440636,N/D,N/D
143070-SUR,MLM586440649,N/D,N/D
143071-SUR,MLM586440668,N/D,N/D
1430DB-URR,MLM593463989,N/D,N/D
1430DBX-URR,MLM593464001,N/D,N/D
1430FV-URR,MLM593463936,N/D,N/D
143105-SUR,MLM551634910,N/D,N/D
143106-SUR,MLM551634949,N/D,N/D
143107-SUR,MLM551634911,N/D,N/D
143124-SUR,MLM577030921,N/D,N/D
143125-SUR,MLM596376664,N/D,N/D
143133-SUR,MLM585595541,N/D,N/D
143134-SUR,MLM585595600,N/D,N/D
143135-SUR,MLM585595553,N/D,N/D
143147-SUR,MLM686443745,N/D,N/D
143149-SUR,MLM686443740,N/D,N/D
1432-URR,MLM593463916,N/D,N/D
143200-SUR,MLM586440647,N/D,N/D
143201-SUR,MLM586440625,N/D,N/D
143202-SUR,MLM586440586,N/D,N/D
143212-SUR,MLM586440591,N/D,N/D
143213-SUR,MLM586440605,N/D,N/D
1432DB-URR,MLM593463988,N/D,N/D
1432FV-URR,MLM767911381,N/D,N/D
143305-SUR,MLM551749517,N/D,N/D
143308-SUR,MLM608138115,N/D,N/D
143310-SUR,MLM608138111,N/D,N/D
143312-SUR,MLM608138131,N/D,N/D
143314-SUR,MLM551794627,N/D,N/D
143318-SUR,MLM587355765,N/D,N/D
143324-SUR,MLM587355749,N/D,N/D
143325-SUR,MLM579938379,N/D,N/D
143330-SUR,MLM551751567,N/D,N/D
143331-SUR,MLM580018870,N/D,N/D
143335-SUR,MLM587770325,N/D,N/D
1433A-URR,MLM767905575,N/D,N/D
1433EG-URR,MLM593463864,N/D,N/D
1433G-URR,MLM593463948,N/D,N/D
1433GFV-URR,MLM593463920,N/D,N/D
143401-SUR,MLM551794525,N/D,N/D
143401RK-SUR,MLM705738842,N/D,N/D
143402-SUR,MLM551794519,N/D,N/D
143411-SUR,MLM551810333,N/D,N/D
143417-SUR,MLM644250103,N/D,N/D
143419-SUR,MLM644250100,N/D,N/D
143420-SUR,MLM551732884,N/D,N/D
143421-SUR,MLM586440606,N/D,N/D
143422-SUR,MLM551732905,N/D,N/D
143423-SUR,MLM551732914,N/D,N/D
143424-SUR,MLM551732916,N/D,N/D
143425-SUR,MLM586440661,N/D,N/D
143426-SUR,MLM551732894,N/D,N/D
143427-SUR,MLM551732922,N/D,N/D
143428-SUR,MLM644250093,N/D,N/D
143429-SUR,MLM644250084,N/D,N/D
143430-SUR,MLM644250096,N/D,N/D
143431-SUR,MLM644250092,N/D,N/D
143432-SUR,MLM644250095,N/D,N/D
143433-SUR,MLM644250097,N/D,N/D
143434-SUR,MLM630849432,N/D,N/D
143435-SUR,MLM630849416,N/D,N/D
143436-SUR,MLM630849425,N/D,N/D
143437-SUR,MLM630849429,N/D,N/D
143449-SUR,MLM630848020,N/D,N/D
143450-SUR,MLM551747769,N/D,N/D
143451-SUR,MLM551747935,N/D,N/D
1434A-URR,MLM593463907,N/D,N/D
1434AF-URR,MLM767911473,N/D,N/D
1434EG-URR,MLM593463842,N/D,N/D
1434G-URR,MLM593463930,N/D,N/D
1434GFV-URR,MLM593463941,N/D,N/D
1434PDB-URR,MLM593463982,N/D,N/D
143510-SUR,MLM579869172,N/D,N/D
143511-SUR,MLM579869156,N/D,N/D
143512-SUR,MLM551810335,N/D,N/D
143513-SUR,MLM551810351,N/D,N/D
143520-SUR,MLM630847134,N/D,N/D
143521-SUR,MLM594539195,N/D,N/D
143522-SUR,MLM630847141,N/D,N/D
143523-SUR,MLM630847136,N/D,N/D
143525-SUR,MLM630847135,N/D,N/D
143526-SUR,MLM630847187,N/D,N/D
143527-SUR,MLM630847158,N/D,N/D
143550-SUR,MLM769726264,N/D,N/D
143551-SUR,MLM769723192,N/D,N/D
143552-SUR,MLM769720411,N/D,N/D
143553-SUR,MLM769726267,N/D,N/D
143554-SUR,MLM769723196,N/D,N/D
143555-SUR,MLM769726272,N/D,N/D
143556-SUR,MLM769726273,N/D,N/D
143557-SUR,MLM769720416,N/D,N/D
143558-SUR,MLM769720420,N/D,N/D
143559-SUR,MLM769723206,N/D,N/D
143560-SUR,MLM769720426,N/D,N/D
143561-SUR,MLM769720428,N/D,N/D
143562-SUR,MLM769726479,N/D,N/D
143563-SUR,MLM769720697,N/D,N/D
143564-SUR,MLM769720699,N/D,N/D
143565-SUR,MLM769720701,N/D,N/D
143566-SUR,MLM769726483,N/D,N/D
143567-SUR,MLM769726485,N/D,N/D
143568-SUR,MLM769726486,N/D,N/D
1435A-URR,MLM593463912,N/D,N/D
1435AF-URR,MLM618804085,N/D,N/D
1435DB-URR,MLM593463897,N/D,N/D
1435EG-URR,MLM593463851,N/D,N/D
1435G-URR,MLM593463934,N/D,N/D
1435GFV-URR,MLM593463937,N/D,N/D
1435HD-URR,MLM768095592,N/D,N/D
1435PDB-URR,MLM767908803,N/D,N/D
1436-00-MUL,N/D,MLM670476101,N/D
1436DB-URR,MLM768087606,N/D,N/D
1436G-URR,MLM593463935,N/D,N/D
1436GFV-URR,MLM593463911,N/D,N/D
1437-00-MUL,N/D,MLM693179262,N/D
1437G-URR,MLM593463953,N/D,N/D
1437GFV-URR,N/D,N/D,N/D
1437HD-URR,MLM593463908,N/D,N/D
1438G-URR,MLM593463843,N/D,N/D
1438GFV-URR,MLM593463863,N/D,N/D
1439-CH-MUL,N/D,MLM775648737,N/D
1439-GDE-MUL,N/D,MLM702291398,N/D
1439-MED-MUL,N/D,MLM829524589,N/D
1439DB-URR,MLM768087446,N/D,N/D
1439G-URR,MLM593463932,N/D,N/D
1439GFV-URR,MLM593463831,N/D,N/D
1439HD-URR,MLM593463904,N/D,N/D
144-URTEC,N/D,MLM752677661,N/D
1440-C-MUL,N/D,MLM664925513,N/D
1440-G-MUL,N/D,MLM664925513,N/D
1440-G-PIEZA-MUL,N/D,N/D,N/D
1440-M-MUL,N/D,MLM664925513,N/D
144005-SUR,MLM549648769,N/D,N/D
144006-SUR,MLM549648763,N/D,N/D
144023-SUR,MLM549648772,N/D,N/D
144035-SUR,MLM549648749,N/D,N/D
144036-SUR,MLM549648743,N/D,N/D
144037-SUR,MLM549648742,N/D,N/D
144038-SUR,MLM549648744,N/D,N/D
144039-SUR,MLM549648752,N/D,N/D
144040-SUR,MLM549648740,N/D,N/D
144041-SUR,MLM549648727,N/D,N/D
144043-SUR,MLM549741174,N/D,N/D
144044-SUR,MLM549741200,N/D,N/D
144089-SUR,MLM612628969,N/D,N/D
144090-SUR,MLM586440637,N/D,N/D
144091-SUR,MLM586440609,N/D,N/D
144094-SUR,MLM674643916,N/D,N/D
144095-SUR,MLM551794604,N/D,N/D
144096-SUR,MLM551794588,N/D,N/D
144097-SUR,MLM551794635,N/D,N/D
144099-SUR,MLM551794663,N/D,N/D
1440G-URR,MLM593463943,N/D,N/D
1440GFV-URR,MLM593463931,N/D,N/D
14411-BAR,MLM611301686,N/D,N/D
144129-SUR,MLM551787058,N/D,N/D
144133-SUR,MLM596376684,N/D,N/D
144134-SUR,MLM596376744,N/D,N/D
144135-SUR,MLM596376706,N/D,N/D
144140-SUR,MLM551805732,N/D,N/D
144145-SUR,MLM551639012,N/D,N/D
144146-SUR,MLM551639010,N/D,N/D
144150-SUR,MLM551785871,N/D,N/D
144151-SUR,MLM551776150,N/D,N/D
144152-SUR,MLM551776126,N/D,N/D
144153-SUR,MLM594604913,N/D,N/D
144154-SUR,MLM594539507,N/D,N/D
144155-SUR,MLM594539513,N/D,N/D
144156-SUR,MLM594539505,N/D,N/D
144160-SUR,MLM551776117,N/D,N/D
144161-SUR,MLM551776125,N/D,N/D
144170-SUR,MLM551741430,N/D,N/D
144171-SUR,MLM551747859,N/D,N/D
144172-SUR,MLM551747800,N/D,N/D
144173-SUR,MLM569157963,N/D,N/D
144174-SUR,MLM587770299,N/D,N/D
144175-SUR,MLM569157762,N/D,N/D
144176-SUR,MLM587770297,N/D,N/D
144177-SUR,MLM587770313,N/D,N/D
144178-SUR,MLM587770300,N/D,N/D
144179-SUR,MLM587770306,N/D,N/D
144180-SUR,MLM587770281,N/D,N/D
144182-SUR,MLM577031010,N/D,N/D
144183-SUR,MLM612628961,N/D,N/D
144184-SUR,MLM612628948,N/D,N/D
144185-SUR,MLM612628944,N/D,N/D
1441HD-URR,MLM695650991,N/D,N/D
144205-SUR,MLM630876139,N/D,N/D
1442HD-URR,MLM695650990,N/D,N/D
1443-CHI-MUL,N/D,MLM664925517,N/D
1443-GDE-MUL,N/D,MLM664925517,N/D
1443-MED-MUL,N/D,MLM664925517,N/D
1444-CH-MUL,N/D,MLM766405544,N/D
1444-G-MUL,N/D,MLM766405544,N/D
1444-M-MUL,MLM777599301,MLM766405544,N/D
144460-SUR,MLM585595604,N/D,N/D
144461-SUR,MLM585595557,N/D,N/D
144470-SUR,MLM594433541,N/D,N/D
144514-SUR,MLM612628973,N/D,N/D
144530-SUR,MLM604209532,N/D,N/D
144531-SUR,MLM604209511,N/D,N/D
144532-SUR,MLM604209553,N/D,N/D
144533-SUR,N/D,N/D,N/D
144534-SUR,MLM604209550,N/D,N/D
144535-SUR,MLM604209516,N/D,N/D
144536-SUR,MLM604209544,N/D,N/D
144537-SUR,MLM604209513,N/D,N/D
144538-SUR,MLM604209533,N/D,N/D
144539-SUR,MLM604209510,N/D,N/D
144540-SUR,MLM604209531,N/D,N/D
144541-SUR,MLM604209502,N/D,N/D
1447-CH-MUL,MLM766592437,MLM723977339,N/D
1447-GDE-MUL,MLM766592437,MLM723977339,N/D
1447-MED-MUL,MLM766592437,MLM723977339,N/D
144700-SUR,MLM586440621,N/D,N/D
144701-SUR,MLM586440634,N/D,N/D
144702-SUR,MLM586440635,N/D,N/D
144705-SUR,MLM549646657,N/D,N/D
144706-SUR,MLM586440585,N/D,N/D
144710-SUR,MLM586440607,N/D,N/D
144711-SUR,MLM549741956,N/D,N/D
144712-SUR,MLM594539205,N/D,N/D
144713-SUR,MLM594539194,N/D,N/D
144716-SUR,MLM594539200,N/D,N/D
144717-SUR,MLM594539187,N/D,N/D
1451-URR,MLM594649046,N/D,N/D
14511-BAR,MLM611301688,N/D,N/D
1453-URR,MLM594649017,N/D,N/D
1454-50-MUL,N/D,MLM674996969,N/D
1455-URR,MLM594649044,N/D,N/D
1456-URR,MLM594649037,N/D,N/D
1458-URR,MLM594649031,N/D,N/D
14611-BAR,MLM611301678,N/D,N/D
14712-CROWN,MLM774421945,N/D,N/D
1474-00-MUL,N/D,MLM670475262,N/D
14763-BAR,MLM702805334,N/D,N/D
14783-BAR,MLM702805333,N/D,N/D
1498-BLANCO-MUL,N/D,MLM754577967,N/D
1498-NEGRO-MUL,N/D,MLM754577967,N/D
14CA-LCK,MLM594422362,N/D,N/D
14CB-LCK,MLM636822932,N/D,N/D
14CE-LCK,MLM636822177,N/D,N/D
14CL-LCK,MLM630343054,N/D,N/D
14CM-LCK,MLM674642637,N/D,N/D
14CN-LCK,MLM611956668,N/D,N/D
14CP-LCK,MLM714114159,N/D,N/D
14CRP-LCK,MLM782143250,N/D,N/D
14CS-LCK,MLM674642623,N/D,N/D
14GA-LCK,MLM611957132,N/D,N/D
14GP-LCK,MLM594423686,N/D,N/D
14MA-LCK,MLM705736712,N/D,N/D
14MAP-LCK,MLM745260172,N/D,N/D
14PO-LCK,MLM636541340,N/D,N/D
14POP-LCK,MLM611956934,N/D,N/D
15-556-STA,MLM719980084,MLM720059520,N/D
